CG_ID	SSP1	SSP2	SSH11	SSH12	log2_P_ratio	log2_H_ratio	perc_cis	FBgn_ID	Gene_name	tau	Age_classification	HK_bin	min	class	pvalsPar1.adj	pvalsHyb1.adj
CG1462	118	183	138	163	-0.633056788922201	-0.240203697452909	37.9434675776659	FBgn0016123	Alp4	0.775	Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Cellular_Organisms by ProteinHistorian	non_HKs	0	TS	0.00133304988909991	0.440774517552178
CG14621	39	50	49	40	-0.358453970912476	0.292781749227846	31.0144418644927	FBgn0031183	CG14621	0.485	Eukaryota	non_HKs	0	non_TS_non_HK	0.470788434548157	0.707431212455194
CG14622	70	93	83	80	-0.409875794163065	0.0531113364595625	10.290930868257	FBgn0025641	DAAM	0.454	Eukaryota	non_HKs	0	non_TS_non_HK	0.19464685625078	1
CG14629	29	21	23	27	0.465663572348812	-0.231325546106456	24.9188723325479	FBgn0040398	CG14629	0.332	Pan-drosophilid	non_HKs	0	non_TS_non_HK	0.509559534100723	0.901834445293667
CG1463	61	56	78	39	0.123382415505282	1	53.2873617013054	FBgn0030406	CG1463	0.274	Eukaryota	non_HKs	0	non_TS_non_HK	0.84299818619217	0.00603626140065331
CG14657	54	46	55	45	0.231325546106456	0.289506617194985	83.2662837802049	FBgn0037282	CG14657	0.38	Pan-drosophilid	non_HKs	0	non_TS_non_HK	0.661835008584155	0.678849037073234
CG1467	38	47	36	49	-0.306661338234052	-0.444784842672896	76.3044215916218	FBgn0031106	Syx16	0.531	Eukaryota	non_HKs	0	non_TS_non_HK	0.571322488837552	0.480487511828058
CG14672	33	22	31	24	0.584962500721156	0.369233809665719	63.1209366772261	FBgn0044823	Spec2	0.584	Bilateria	non_HKs	0	non_TS_non_HK	0.334077790447436	0.726770279809695
CG14683	103	51	73	81	1.01407518521172	-0.150025444004607	11.4163661357767	FBgn0037822	CG14683	0.246	Cellular_Organisms	non_HKs	0	non_TS_non_HK	0.000252177185921722	0.833088711820267
CG14685	43	33	44	32	0.381870635343644	0.459431618637297	85.556414927365	FBgn0037831	Cap-H2	0.359	Pan-drosophilid	non_HKs	0	non_TS_non_HK	0.485254188276408	0.501615218378701
CG14688	109	28	112	25	1.96082940271932	2.16349873228288	91.4347026810342	FBgn0037819	CG14688	0.59	Cellular_Organisms	non_HKs	0	non_TS_non_HK	3.77124341958162e-11	2.24680254055546e-12
CG1469	1412	1109	1201	1320	0.34848072310947	-0.136301778540182	21.9457781959191	FBgn0015221	Fer2LCH	0.314	Diptera	HK	3.444479982	non_TS_HK	2.61071857341285e-08	0.110916514129991
CG14715	175	118	146	147	0.568568062470488	-0.00984778595634718	1.67404295978163	FBgn0037930	CG14715	0.277	Diptera	non_HKs	0	non_TS_non_HK	0.00523907954840272	1
CG14716	52	68	50	70	-0.387023123109247	-0.485426827170242	83.1451596316021	FBgn0037933	Ho	0.427	Cellular_Organisms	non_HKs	0	non_TS_non_HK	0.32595370230412	0.290680721892096
CG1472	272	282	305	249	-0.0520885111484542	0.292663500382168	45.9140850689259	FBgn0033460	Sec24AB	0.442	Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Eukaryota by ProteinHistorian	non_HKs	0	non_TS_non_HK	0.835913480638489	0.112984068863024
CG1474	76	55	63	68	0.466567799918926	-0.110182917750423	16.0398198703856	FBgn0023506	Es2	0.544	Eukaryota	non_HKs	0	non_TS_non_HK	0.187347130198031	0.927938537266334
CG14745	30	79	74	35	-1.39689015256858	1.08017034868398	30.3654835531197	FBgn0043575	PGRP-SC2	0.734	Cellular_Organisms	non_HKs	0	TS	2.64191913060343e-05	0.00398158254122055
CG14749	58	42	44	56	0.465663572348812	-0.347923303420307	29.9543912446045	FBgn0033316	CG14749	0.422	Eukaryota	non_HKs	0	non_TS_non_HK	0.271726407646356	0.583217399086871
CG14750	103	91	97	97	0.178705886984522	0	0	FBgn0022027	Vps25	0.396	Eukaryota	non_HKs	0	non_TS_non_HK	0.608572325959048	1
CG14757	33	29	28	34	0.186413124230881	-0.280107919192735	37.5163479074232	FBgn0033274	CG14757	0.639	Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Eukaryota by ProteinHistorian	non_HKs	0	TS	0.836414503719356	0.803706702247245
CG14762	64	30	55	39	1.09310940439148	0.495957494662411	45.3712586013752	FBgn0033250	CG14762	0.711	Bilateria	non_HKs	0	TS	0.00318993986226882	0.367752505189556
CG14764	184	226	209	201	-0.296617006358175	0.0563074409019542	13.7592994414093	FBgn0033236	CG14764	0.391	Bilateria	non_HKs	0	non_TS_non_HK	0.11600114700489	0.929078625148515
CG14767	422	503	444	481	-0.253315401098342	-0.115477217419936	45.5863389747493	FBgn0040777	CG14767	0.365	Bilateria	non_HKs	0	non_TS_non_HK	0.0315996969773717	0.540768250212209
CG14777	43	33	42	34	0.381870635343644	0.304854581528421	79.8318994216675	FBgn0026872	CG14777	0.62	Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Eukaryota by ProteinHistorian	non_HKs	0	TS	0.485254188276408	0.728459871511893
CG14782	128	130	155	103	-0.0223678130284544	0.589623878091019	49.0692608517402	FBgn0025381	rush	0.368	Eukaryota	non_HKs	0	non_TS_non_HK	0.999001500941298	0.0168861504870467
CG14786	32	30	34	28	0.0931094043914815	0.280107919192735	59.9666154879682	FBgn0027794	Lrpprc2	0.474	Diptera	non_HKs	0	non_TS_non_HK	0.967101938074812	0.803706702247245
CG14788	109	107	96	120	0.0267173383757794	-0.321928094887362	48.0078740619639	FBgn0266284	Ns3	0.356	Eukaryota	non_HKs	0	non_TS_non_HK	0.995565203555844	0.360630387985447
CG14789	49	63	53	59	-0.362570079384708	-0.154722594798642	42.6738453049437	FBgn0027791	O-fut2	0.529	Eukaryota	non_HKs	0	non_TS_non_HK	0.389268418150147	0.876332111176158
CG14802	50	46	53	43	0.120294233717712	0.301655699861101	62.452376663213	FBgn0026873	MED18	0.509	Eukaryota	non_HKs	0	non_TS_non_HK	0.880408527247562	0.671030919761889
CG14804	281	192	227	246	0.54946381949977	-0.115966018048325	14.8408795897453	FBgn0014411	Vps26	0.252	Eukaryota	non_HKs	0	non_TS_non_HK	0.000354166022779384	0.7167005467146
CG14805	48	29	49	28	0.726981505593584	0.807354922057604	90.9461697935801	FBgn0023514	CG14805	0.257	Eukaryota	non_HKs	0	non_TS_non_HK	0.108837633141433	0.123522298915802
CG14813	34	34	35	33	0	0.0848888975865129	50	FBgn0028969	deltaCOP	0.278	Eukaryota	non_HKs	0	non_TS_non_HK	1	1
CG14815	70	98	68	100	-0.485426827170242	-0.556393348524385	88.6880680831746	FBgn0023516	Pex5	0.457	Eukaryota	non_HKs	0	non_TS_non_HK	0.10319222267239	0.101385321021839
CG14816	52	55	45	62	-0.0809199953835675	-0.4623432140572	54.7951655958671	FBgn0023517	Pgam5	0.362	Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Cellular_Organisms by ProteinHistorian	non_HKs	0	non_TS_non_HK	0.938944333602508	0.367882546878767
CG14817	20	35	34	21	-0.807354922057604	0.695145418471579	31.6313680503109	FBgn0026089	CG14817	0.263	Bilateria	non_HKs	0	non_TS_non_HK	0.145999895666993	0.334770095203372
CG1483	364	290	362	292	0.327885550183762	0.310021328203188	94.551689767798	FBgn0002645	Map205	0.198	Pan-drosophilid	non_HKs	0	non_TS_non_HK	0.0173733766774405	0.0559484894620233
CG14830	21	42	27	36	-1	-0.415037499278844	41.5037499278844	FBgn0035755	CG14830	0.578	Diptera	non_HKs	0	non_TS_non_HK	0.0399594210049359	0.629679062388008
CG1484	175	131	165	141	0.417788110294878	0.226770861847022	54.2789170536628	FBgn0000709	fliI	0.4	Bilateria	non_HKs	0	non_TS_non_HK	0.0472884217135014	0.474888687803877
CG1486	96	125	108	113	-0.380821783940931	-0.0652914602517191	17.1448858770764	FBgn0031174	CG1486	0.475	Bilateria	non_HKs	0	non_TS_non_HK	0.148164514664402	0.961848809241964
CG14869	31	58	54	35	-0.903784684740697	0.625604485218502	29.0304560162111	FBgn0038341	AdamTS-A	0.512	Bilateria	non_HKs	0	non_TS_non_HK	0.0216868220012068	0.226444263949308
CG1487	115	172	123	164	-0.580774703757723	-0.415037499278844	71.4627370292598	FBgn0040206	krz	0.251	Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Bilateria by ProteinHistorian	HK	3.204686315	non_TS_HK	0.00469636396612727	0.108593621679263
CG14882	33	30	25	38	0.137503523749935	-0.604071323668861	44.8907994276536	FBgn0038429	CG14882	0.42	Eukaryota	non_HKs	0	non_TS_non_HK	0.907079919913023	0.380990677789274
CG1489	587	514	571	530	0.191592143916174	0.107498385912281	56.1079299573548	FBgn0020369	Rpt6	0.222	Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Eukaryota by ProteinHistorian	non_HKs	0	non_TS_non_HK	0.0875410180365652	0.532051718333638
CG14894	113	86	104	95	0.39391420771309	0.130584109810144	33.150393474829	FBgn0038428	CG14894	0.399	Eukaryota	non_HKs	0	non_TS_non_HK	0.158746452242345	0.832759135296313
CG14895	35	72	47	60	-1.04064198449735	-0.352301743930881	33.8542696892103	FBgn0044826	Pak3	0.258	Eukaryota	non_HKs	0	non_TS_non_HK	0.00248876809163867	0.552848842655939
CG14899	107	138	103	142	-0.367057470377022	-0.463246592321464	82.8060455398952	FBgn0038438	Der-2	0.354	Eukaryota	non_HKs	0	non_TS_non_HK	0.139846897554182	0.0961882994114091
CG1490	810	547	777	580	0.56638107497943	0.421861698392776	74.4837207719372	FBgn0030366	Usp7	0.286	Eukaryota	HK	10.0598569	non_TS_HK	2.12748241214717e-11	3.67907771246368e-06
CG14902	28	52	43	37	-0.893084796083488	0.216811389073148	16.3420631105553	FBgn0028381	Decay	0.745	Bilateria	non_HKs	0	TS	0.0353211471827438	0.835701477827999
CG1492	30	21	32	19	0.514573172829758	0.752072486556414	75.9997896404568	FBgn0030361	CG1492	0.384	Pan-drosophilid	non_HKs	0	non_TS_non_HK	0.439039796878566	0.308222871534959
CG14933	30	80	45	65	-1.41503749927884	-0.53051471669878	37.4912125628579	FBgn0040968	CG14933	0.838	Pan-drosophilid	non_HKs	0	TS	1.84516337760161e-05	0.261830016458678
CG14939	218	202	257	163	0.109972842025132	0.656896394962801	54.5676615600585	FBgn0032378	CycY	0.197	Eukaryota	non_HKs	0	non_TS_non_HK	0.645298269041821	0.000135441429399299
CG14967	119	164	117	166	-0.46273424131014	-0.50467471176352	92.3272401100748	FBgn0035420	CG14967	0.329	Bilateria	non_HKs	0	non_TS_non_HK	0.0325774802643661	0.0393837730305685
CG14969	129	100	125	104	0.367371065648529	0.265344566520995	72.2279437147766	FBgn0035440	CG14969	0.244	Bilateria	non_HKs	0	non_TS_non_HK	0.156924472235464	0.472621404023385
CG14971	78	68	89	57	0.197939377611909	0.642843416801656	59.0985906940826	FBgn0035449	CG14971	0.573	Eukaryota	non_HKs	0	non_TS_non_HK	0.637336473687306	0.0722026012999221
CG14980	20	22	22	20	-0.137503523749935	0.137503523749935	33.3333333333333	FBgn0035470	Ccz1	0.269	Eukaryota	non_HKs	0	non_TS_non_HK	0.960789406476561	1
CG14981	368	333	342	359	0.144183588985751	-0.0699875189371534	24.6297357608013	FBgn0035473	mge	0.468	Bilateria	non_HKs	0	non_TS_non_HK	0.364114547874685	0.814470429781586
CG14989	32	21	24	29	0.60768257722124	-0.273018494406416	23.6641990345124	FBgn0035495	CG14989	0.651	Pan-drosophilid	non_HKs	0	TS	0.323506440109463	0.840852728415943
CG14991	434	423	472	385	0.0370373793245295	0.293928413779578	53.362025382658	FBgn0035498	Fit1	0.207	Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Bilateria by ProteinHistorian	non_HKs	0	non_TS_non_HK	0.85882543895669	0.0323056759009413
CG14994	59	52	57	54	0.182203331220749	0.0780025120012732	42.8106947763589	FBgn0004516	Gad1	0.75	Diptera	non_HKs	0	TS	0.736950980525474	0.990170869815693
CG14995	72	46	59	59	0.6463630453853	0	0	FBgn0035497	CG14995	0.659	Bilateria	non_HKs	0	TS	0.0661661944411821	1
CG14996	191	360	279	272	-0.914424268293926	0.036658470578848	3.71134364224818	FBgn0035499	Chd64	0.263	Bilateria	non_HKs	0	non_TS_non_HK	1.21528896879947e-11	0.968144621838376
CG14997	44	98	59	83	-1.15527822547791	-0.492396381985084	42.6214543930654	FBgn0035515	CG14997	0.373	Cellular_Organisms	non_HKs	0	non_TS_non_HK	5.84554936193064e-05	0.219271136073282
CG14998	707	660	619	748	0.0992441905635831	-0.273098860673372	42.3119192655271	FBgn0264693	ens	0.244	Pan-drosophilid	non_HKs	0	non_TS_non_HK	0.38365773690081	0.00758330812569152
CG14999	46	32	38	40	0.523561956057013	-0.0740005814437769	11.01915506618	FBgn0260985	RfC4	0.457	Cellular_Organisms	non_HKs	0	non_TS_non_HK	0.282664148661508	1
CG15009	74	39	52	61	0.924051146766701	-0.230297619421794	16.6322334579517	FBgn0001257	ImpL2	0.489	Bilateria	non_HKs	0	non_TS_non_HK	0.00623634619982632	0.748882700151246
CG15010	226	321	283	264	-0.506250524707116	0.100264123473429	14.1860688937778	FBgn0041171	ago	0.355	Eukaryota	non_HKs	0	non_TS_non_HK	0.000394471615602956	0.742672134443688
CG15011	37	23	23	37	0.685891409571937	-0.685891409571937	33.3333333333333	FBgn0035518	CG15011	0.286	Diptera	non_HKs	0	non_TS_non_HK	0.208134622656029	0.308946924246348
CG15014	35	48	36	47	-0.45567948377619	-0.384663850235325	84.4154419785674	FBgn0035532	CG15014	0.504	Eukaryota	non_HKs	0	non_TS_non_HK	0.347932357055782	0.583830522076418
CG15015	194	161	180	175	0.268995964072511	0.0406419844973458	15.1087711064655	FBgn0035533	Cip4	0.304	Eukaryota	non_HKs	0	non_TS_non_HK	0.202774884418893	0.982165609427588
CG15043	20	32	36	16	-0.678071905112638	1.16992500144231	38.7659136686771	FBgn0030929	CG15043	0.749	Diptera	non_HKs	0	TS	0.261723942641691	0.0607913766988353
CG15067	337	192	285	244	0.811642280460702	0.224080771489218	27.6083167281558	FBgn0034331	CG15067	0.774	Pan-drosophilid	non_HKs	0	TS	5.0263035621788e-09	0.29019819011748
CG15073	47	30	43	34	0.647698256069119	0.338801913451758	52.3086036247724	FBgn0034379	CG15073	0.458	Diptera	non_HKs	0	non_TS_non_HK	0.163579437309132	0.673451189924676
CG15077	21	40	29	32	-0.929610672108602	-0.142019004872428	15.2772562894842	FBgn0034387	Cyp12b2	0.632	Bilateria	non_HKs	0	TS	0.0648518393346093	0.968144621838376
CG15078	77	132	92	117	-0.777607578663552	-0.346802763526392	44.5986861550951	FBgn0034389	Mctp	0.57	Bilateria	non_HKs	0	non_TS_non_HK	0.00111732895389775	0.318415890664941
CG15081	482	408	449	441	0.240463994258466	0.0259367891836265	10.7861425423001	FBgn0010551	Phb2	0.292	Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Cellular_Organisms by ProteinHistorian	non_HKs	0	non_TS_non_HK	0.0487248859073392	0.974400787563174
CG15083	177	20	131	66	3.14567745519564	0.989028882178997	31.4408866219085	FBgn0034399	CG15083	0.302	Pan-drosophilid	non_HKs	0	non_TS_non_HK	1.06977629030961e-30	0.000113092328221516
CG15087	90	68	99	59	0.404390255079335	0.746713570717768	68.5664168103792	FBgn0034380	Vps51	0.433	Eukaryota	non_HKs	0	non_TS_non_HK	0.211774752514869	0.0201354143041685
CG15093	434	532	407	559	-0.29373120305671	-0.457819488576943	73.6153345633217	FBgn0034390	CG15093	0.478	Cellular_Organisms	non_HKs	0	non_TS_non_HK	0.00825221915384633	3.40265875128376e-05
CG15094	78	142	71	149	-0.864344900642434	-1.06942140095748	83.909232011266	FBgn0034392	MFS15	0.415	Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Cellular_Organisms by ProteinHistorian	non_HKs	0	non_TS_non_HK	0.000149652428667666	5.57184494079184e-06
CG15095	69	100	91	78	-0.535331732996556	0.222392421336448	22.6904050862059	FBgn0010651	MFS14	0.493	Pan-drosophilid	non_HKs	0	non_TS_non_HK	0.0655543110686664	0.668894185427646
CG15096	79	173	112	140	-1.13084747945962	-0.321928094887362	28.4678615582356	FBgn0034394	CG15096	0.659	Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Cellular_Organisms by ProteinHistorian	non_HKs	0	TS	4.55765702267323e-08	0.300938288500875
CG15098	713	681	821	573	0.0662472784318168	0.5188470830209	53.4097220999288	FBgn0034398	CG15098	0.238	Pan-drosophilid	non_HKs	0	non_TS_non_HK	0.59100202305622	2.201402351251e-09
CG15099	291	383	412	262	-0.396325239016673	0.653077525645768	38.3603574950955	FBgn0034400	CG15099	0.39	Eukaryota	non_HKs	0	non_TS_non_HK	0.00249562518104794	3.78258200310774e-07
CG15100	123	165	141	147	-0.423807708906576	-0.0601209924375709	14.1859128973097	FBgn0034401	MetRS	0.356	Cellular_Organisms	non_HKs	0	non_TS_non_HK	0.0520901633320401	0.952456122633698
CG15101	72	49	70	51	0.555215157327104	0.456857674973471	82.2847987747413	FBgn0010053	Jheh1	0.417	Diptera	non_HKs	0	non_TS_non_HK	0.120586315169744	0.326446000928153
CG15102	260	426	376	310	-0.712341807197384	0.2784644464034	21.9389328377691	FBgn0034405	Jheh2	0.34	Diptera	non_HKs	0	non_TS_non_HK	4.16738734418222e-09	0.0873877573220215
CG15105	84	78	93	69	0.106915203916512	0.430634354329862	57.086545183674	FBgn0265356	tn	0.683	Cellular_Organisms	non_HKs	0	TS	0.83290166351247	0.264377457421117
CG15106	84	63	90	57	0.415037499278844	0.658963082164933	72.9838691825525	FBgn0034406	Jheh3	0.642	Cellular_Organisms	non_HKs	0	TS	0.218497347204426	0.0624782996545376
CG15110	152	184	186	150	-0.275634442613427	0.31034012061215	34.6240138879991	FBgn0027535	botv	0.232	Bilateria	non_HKs	0	non_TS_non_HK	0.20480166169992	0.227045608002517
CG15111	145	203	124	224	-0.485426827170242	-0.853158611670729	69.8800329944674	FBgn0034419	CG15111	0.457	Cellular_Organisms	non_HKs	0	non_TS_non_HK	0.00977376774699719	3.56989168762582e-06
CG15112	74	125	87	112	-0.756330919033137	-0.364411426208876	48.1814794342567	FBgn0000578	ena	0.422	Bilateria	HK	2.591554706	non_TS_HK	0.00214037090875718	0.300938288500875
CG15118	369	319	386	302	0.210064392295527	0.354052297943002	71.0890999141363	FBgn0034418	CG15118	0.342	Diptera	non_HKs	0	non_TS_non_HK	0.152903584164309	0.0178342971888681
CG15119	69	27	40	56	1.3536369546147	-0.485426827170242	20.8831485616727	FBgn0034430	mip40	0.445	Bilateria	non_HKs	0	non_TS_non_HK	0.000167006224822356	0.374856807648722
CG1512	47	62	58	51	-0.399607458709238	0.185555653156076	24.0756630793758	FBgn0032956	Cul2	0.387	Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Bilateria by ProteinHistorian	non_HKs	0	non_TS_non_HK	0.337582981759437	0.830122733966805
CG1514	135	127	143	119	0.0881309102786652	0.265053573470446	59.9700960106163	FBgn0029976	snz	0.36	Bilateria	non_HKs	0	non_TS_non_HK	0.810279096266419	0.424188403130973
CG15141	29	31	33	27	-0.0962153152593032	0.289506617194985	42.8753519597713	FBgn0032635	CG15141	0.34	Eukaryota	non_HKs	0	non_TS_non_HK	0.966712823716784	0.799828513572183
CG15154	31	20	33	18	0.632268215499513	0.874469117916141	78.3104320876769	FBgn0041184	Socs36E	0.424	Pan-drosophilid	non_HKs	0	non_TS_non_HK	0.311640710821682	0.208157679625221
CG1516	405	465	420	450	-0.199308808223407	-0.0995356735509144	49.9404288441403	FBgn0027580	PCB	0.416	Cellular_Organisms	non_HKs	0	non_TS_non_HK	0.121443002191856	0.638544091333775
CG15160	58	72	60	70	-0.31194400631474	-0.222392421336448	71.2924168551141	FBgn0032688	CG15160	0.326	Bilateria	non_HKs	0	non_TS_non_HK	0.429941949577131	0.734038051697617
CG15162	20	20	21	19	0	0.144389909335175	50	FBgn0032694	MESR3	0.324	Diptera	non_HKs	0	non_TS_non_HK	1	1
CG1519	318	370	349	339	-0.218498505231957	0.0419417630733083	13.8704548289771	FBgn0023175	Prosalpha7	0.342	Eukaryota	non_HKs	0	non_TS_non_HK	0.133873434302485	0.929078625148515
CG15191	25	35	27	33	-0.485426827170242	-0.289506617194985	59.6395998306565	FBgn0000618	e(y)2	0.301	Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Eukaryota by ProteinHistorian	non_HKs	0	non_TS_non_HK	0.419159402869533	0.799828513572183
CG1520	79	58	64	73	0.445799753049531	-0.189824558880017	22.9965253564216	FBgn0024273	WASp	0.456	Bilateria	non_HKs	0	non_TS_non_HK	0.198774334222894	0.786020548319512
CG15201	58	28	44	42	1.05062607306997	0.067114195858537	6.38801925621614	FBgn0030272	CG15201	0.648	Pan-drosophilid	non_HKs	0	TS	0.00756071444791019	1
CG15209	32	68	51	49	-1.08746284125034	0.0577154978562874	4.79805416594439	FBgn0030237	CG15209	0.46	Pan-drosophilid	non_HKs	0	non_TS_non_HK	0.00230530592610688	1
CG15220	24	30	23	31	-0.321928094887362	-0.430634354329862	79.8445997452027	FBgn0266421	RPA3	0.368	Eukaryota	non_HKs	0	non_TS_non_HK	0.673749125781479	0.653971898010233
CG15261	282	249	325	206	0.179549420330713	0.657795380732598	57.9024157761464	FBgn0086691	UK114	0.49	Cellular_Organisms	non_HKs	0	non_TS_non_HK	0.318409990845913	9.24018306661902e-06
CG15293	33	42	27	48	-0.347923303420307	-0.830074998557688	63.2569816287077	FBgn0028526	CG15293	0.747	Pan-drosophilid	non_HKs	0	TS	0.545525962744505	0.116583323711231
CG15304	38	98	72	64	-1.36678233067162	0.169925001442312	9.95674335363294	FBgn0083167	Neb-cGP	0.344	Bilateria	non_HKs	0	non_TS_non_HK	3.03778460691069e-06	0.817397500836553
CG15309	36	22	31	27	0.710493382805015	0.199308808223407	28.0521695271164	FBgn0030183	CG15309	0.587	Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Eukaryota by ProteinHistorian	non_HKs	0	non_TS_non_HK	0.198717564847272	0.911444084211681
CG15312	21	61	16	66	-1.53841991478413	-2.04439411935845	80.1607399281805	FBgn0030174	CG15312	0.601	Pan-drosophilid	non_HKs	0	non_TS_non_HK	9.28260004487677e-05	9.79087406072096e-07
CG1532	110	110	109	111	0	-0.0262315415731797	50	FBgn0031143	CG1532	0.415	Eukaryota	non_HKs	0	non_TS_non_HK	1	1
CG15347	53	109	82	80	-1.04026387021373	0.0356239097307212	3.20499640819181	FBgn0030040	CG15347	0.55	Diptera	non_HKs	0	non_TS_non_HK	0.000104418861978	1
CG15356	53	79	59	73	-0.575860293613904	-0.307181509518176	53.3430613162108	FBgn0031377	CG15356	0.5	Pan-drosophilid	non_HKs	0	non_TS_non_HK	0.0860873822815808	0.567075284042739
CG1539	129	118	132	115	0.128584206061413	0.198904068414078	73.8805305485304	FBgn0082582	tmod	0.404	Bilateria	non_HKs	0	non_TS_non_HK	0.698632312324803	0.626724134751348
CG15406	45	60	61	44	-0.415037499278844	0.471305718925589	34.7148446137996	FBgn0031517	CG15406	0.837	Pan-drosophilid	non_HKs	0	TS	0.326785737473108	0.361640926926561
CG15433	56	72	45	83	-0.362570079384708	-0.88318633501725	62.9138556161548	FBgn0031604	Elp3	0.456	Cellular_Organisms	non_HKs	0	non_TS_non_HK	0.343888616820757	0.012331232824173
